"","Item","Part","Quest","Gender","Edu","Time","Score","ITEM_ID","SENT_ID","SENTENCE","CONDITION","TARGET_WORD","SENT_COND"
"1720","SR3a_53",24,"SR3a","male","Maîtrise",1209,3,53,211,"Edward était un jeune chanteur pop. Tout le monde téléchargeait sa nouvelle chanson. Cependant, il avait été un succès à la radio.","IMPLAUS_CONN","succès","SC3"
"1721","SR3a_53",26,"SR3a","male","Diplôme_trois",321,6,53,211,"Edward était un jeune chanteur pop. Tout le monde téléchargeait sa nouvelle chanson. Cependant, il avait été un succès à la radio.","IMPLAUS_CONN","succès","SC3"
"1722","SR3a_53",25,"SR3a","male","Maîtrise",865,2,53,211,"Edward était un jeune chanteur pop. Tout le monde téléchargeait sa nouvelle chanson. Cependant, il avait été un succès à la radio.","IMPLAUS_CONN","succès","SC3"
"1723","SR3a_54",24,"SR3a","male","Maîtrise",1209,7,54,216,"L'homme avait la cinquantaine. Sa peau était lisse et rayonnante. Cependant, il se voyait très vieux lorsqu'il se regardait dans le miroir.","PLAUS_CONN","vieux","SC4"
"1724","SR3a_54",25,"SR3a","male","Maîtrise",865,6,54,216,"L'homme avait la cinquantaine. Sa peau était lisse et rayonnante. Cependant, il se voyait très vieux lorsqu'il se regardait dans le miroir.","PLAUS_CONN","vieux","SC4"
"1725","SR3a_54",23,"SR3a","male","Diplôme_trois",770,7,54,216,"L'homme avait la cinquantaine. Sa peau était lisse et rayonnante. Cependant, il se voyait très vieux lorsqu'il se regardait dans le miroir.","PLAUS_CONN","vieux","SC4"
"1726","SR3a_54",26,"SR3a","male","Diplôme_trois",321,3,54,216,"L'homme avait la cinquantaine. Sa peau était lisse et rayonnante. Cependant, il se voyait très vieux lorsqu'il se regardait dans le miroir.","PLAUS_CONN","vieux","SC4"
"1727","SR3a_54",22,"SR3a","male","Baccalauréat",1138,6,54,216,"L'homme avait la cinquantaine. Sa peau était lisse et rayonnante. Cependant, il se voyait très vieux lorsqu'il se regardait dans le miroir.","PLAUS_CONN","vieux","SC4"
"1728","SR3a_55",23,"SR3a","male","Diplôme_trois",770,7,55,217,"Marta voulait se teindre les cheveux. Le coiffeur a fait un travail terrible. Marta était très mécontente du résultat.","PLAUS_NOCONN","mécontente","SC1"
"1729","SR3a_55",24,"SR3a","male","Maîtrise",1209,3,55,217,"Marta voulait se teindre les cheveux. Le coiffeur a fait un travail terrible. Marta était très mécontente du résultat.","PLAUS_NOCONN","mécontente","SC1"
"1730","SR3a_55",22,"SR3a","male","Baccalauréat",1138,7,55,217,"Marta voulait se teindre les cheveux. Le coiffeur a fait un travail terrible. Marta était très mécontente du résultat.","PLAUS_NOCONN","mécontente","SC1"
"1731","SR3a_55",25,"SR3a","male","Maîtrise",865,7,55,217,"Marta voulait se teindre les cheveux. Le coiffeur a fait un travail terrible. Marta était très mécontente du résultat.","PLAUS_NOCONN","mécontente","SC1"
"1732","SR3a_55",26,"SR3a","male","Diplôme_trois",321,5,55,217,"Marta voulait se teindre les cheveux. Le coiffeur a fait un travail terrible. Marta était très mécontente du résultat.","PLAUS_NOCONN","mécontente","SC1"
"1733","SR3a_56",22,"SR3a","male","Baccalauréat",1138,3,56,222,"Alice rentrait du travail le soir. Son petit ami était avec elle. Elle s'est sentie nerveuse pendant tout le trajet.","IMPLAUS_NOCONN","nerveuse","SC2"
"1734","SR3a_56",23,"SR3a","male","Diplôme_trois",770,7,56,222,"Alice rentrait du travail le soir. Son petit ami était avec elle. Elle s'est sentie nerveuse pendant tout le trajet.","IMPLAUS_NOCONN","nerveuse","SC2"
"1735","SR3a_56",24,"SR3a","male","Maîtrise",1209,7,56,222,"Alice rentrait du travail le soir. Son petit ami était avec elle. Elle s'est sentie nerveuse pendant tout le trajet.","IMPLAUS_NOCONN","nerveuse","SC2"
"1736","SR3a_56",25,"SR3a","male","Maîtrise",865,4,56,222,"Alice rentrait du travail le soir. Son petit ami était avec elle. Elle s'est sentie nerveuse pendant tout le trajet.","IMPLAUS_NOCONN","nerveuse","SC2"
"1737","SR3a_56",26,"SR3a","male","Diplôme_trois",321,2,56,222,"Alice rentrait du travail le soir. Son petit ami était avec elle. Elle s'est sentie nerveuse pendant tout le trajet.","IMPLAUS_NOCONN","nerveuse","SC2"
"1738","SR3a_58",24,"SR3a","male","Maîtrise",1209,7,58,232,"L'équipe locale n'était qu'à un point de la victoire. Le joueur a manqué le lancer franc à la dernière seconde. Cependant, l'équipe locale a remporté ce match.","PLAUS_CONN","remporté","SC4"
"1739","SR3a_58",22,"SR3a","male","Baccalauréat",1138,3,58,232,"L'équipe locale n'était qu'à un point de la victoire. Le joueur a manqué le lancer franc à la dernière seconde. Cependant, l'équipe locale a remporté ce match.","PLAUS_CONN","remporté","SC4"
"1740","SR3a_58",25,"SR3a","male","Maîtrise",865,6,58,232,"L'équipe locale n'était qu'à un point de la victoire. Le joueur a manqué le lancer franc à la dernière seconde. Cependant, l'équipe locale a remporté ce match.","PLAUS_CONN","remporté","SC4"
"1741","SR3a_58",23,"SR3a","male","Diplôme_trois",770,3,58,232,"L'équipe locale n'était qu'à un point de la victoire. Le joueur a manqué le lancer franc à la dernière seconde. Cependant, l'équipe locale a remporté ce match.","PLAUS_CONN","remporté","SC4"
"1742","SR3a_58",26,"SR3a","male","Diplôme_trois",321,2,58,232,"L'équipe locale n'était qu'à un point de la victoire. Le joueur a manqué le lancer franc à la dernière seconde. Cependant, l'équipe locale a remporté ce match.","PLAUS_CONN","remporté","SC4"
"1743","SR3a_60",22,"SR3a","male","Baccalauréat",1138,5,60,238,"Tommaso n'a dormi que deux heures la nuit dernière. Il n'avait pas le temps de prendre un café ce matin. Il se sentait éveillé et plein d'énergie au travail.","IMPLAUS_NOCONN","éveillé","SC2"
"1744","SR3a_60",23,"SR3a","male","Diplôme_trois",770,5,60,238,"Tommaso n'a dormi que deux heures la nuit dernière. Il n'avait pas le temps de prendre un café ce matin. Il se sentait éveillé et plein d'énergie au travail.","IMPLAUS_NOCONN","éveillé","SC2"
"1745","SR3a_60",24,"SR3a","male","Maîtrise",1209,5,60,238,"Tommaso n'a dormi que deux heures la nuit dernière. Il n'avait pas le temps de prendre un café ce matin. Il se sentait éveillé et plein d'énergie au travail.","IMPLAUS_NOCONN","éveillé","SC2"
"1746","SR3a_60",25,"SR3a","male","Maîtrise",865,3,60,238,"Tommaso n'a dormi que deux heures la nuit dernière. Il n'avait pas le temps de prendre un café ce matin. Il se sentait éveillé et plein d'énergie au travail.","IMPLAUS_NOCONN","éveillé","SC2"
"1747","SR3a_60",26,"SR3a","male","Diplôme_trois",321,1,60,238,"Tommaso n'a dormi que deux heures la nuit dernière. Il n'avait pas le temps de prendre un café ce matin. Il se sentait éveillé et plein d'énergie au travail.","IMPLAUS_NOCONN","éveillé","SC2"
"1748","SR3a_61",26,"SR3a","male","Diplôme_trois",321,6,61,243,"Maria a oublié d'emporter un manteau d'hiver pour le voyage à Chicago. Les températures sont descendues aux alentours de zéro. Cependant, elle était froide tout le temps.","IMPLAUS_CONN","froide","SC3"
"1749","SR3a_61",23,"SR3a","male","Diplôme_trois",770,4,61,243,"Maria a oublié d'emporter un manteau d'hiver pour le voyage à Chicago. Les températures sont descendues aux alentours de zéro. Cependant, elle était froide tout le temps.","IMPLAUS_CONN","froide","SC3"
"1750","SR3a_61",22,"SR3a","male","Baccalauréat",1138,4,61,243,"Maria a oublié d'emporter un manteau d'hiver pour le voyage à Chicago. Les températures sont descendues aux alentours de zéro. Cependant, elle était froide tout le temps.","IMPLAUS_CONN","froide","SC3"
"1751","SR3a_61",24,"SR3a","male","Maîtrise",1209,3,61,243,"Maria a oublié d'emporter un manteau d'hiver pour le voyage à Chicago. Les températures sont descendues aux alentours de zéro. Cependant, elle était froide tout le temps.","IMPLAUS_CONN","froide","SC3"
"1752","SR3a_61",25,"SR3a","male","Maîtrise",865,3,61,243,"Maria a oublié d'emporter un manteau d'hiver pour le voyage à Chicago. Les températures sont descendues aux alentours de zéro. Cependant, elle était froide tout le temps.","IMPLAUS_CONN","froide","SC3"
"1753","SR3a_62",23,"SR3a","male","Diplôme_trois",770,5,62,248,"Dans le bureau de Joanne, tout le monde s'est enfin remis de la grippe. Giovanna n'avait plus froid après le travail le mardi. Cependant, le lendemain, elle se sentait mal et est restée à la maison.","PLAUS_CONN","mal","SC4"
"1754","SR3a_62",25,"SR3a","male","Maîtrise",865,6,62,248,"Dans le bureau de Joanne, tout le monde s'est enfin remis de la grippe. Giovanna n'avait plus froid après le travail le mardi. Cependant, le lendemain, elle se sentait mal et est restée à la maison.","PLAUS_CONN","mal","SC4"
"1755","SR3a_62",24,"SR3a","male","Maîtrise",1209,3,62,248,"Dans le bureau de Joanne, tout le monde s'est enfin remis de la grippe. Giovanna n'avait plus froid après le travail le mardi. Cependant, le lendemain, elle se sentait mal et est restée à la maison.","PLAUS_CONN","mal","SC4"
"1756","SR3a_62",22,"SR3a","male","Baccalauréat",1138,6,62,248,"Dans le bureau de Joanne, tout le monde s'est enfin remis de la grippe. Giovanna n'avait plus froid après le travail le mardi. Cependant, le lendemain, elle se sentait mal et est restée à la maison.","PLAUS_CONN","mal","SC4"
"1757","SR3a_62",26,"SR3a","male","Diplôme_trois",321,2,62,248,"Dans le bureau de Joanne, tout le monde s'est enfin remis de la grippe. Giovanna n'avait plus froid après le travail le mardi. Cependant, le lendemain, elle se sentait mal et est restée à la maison.","PLAUS_CONN","mal","SC4"
"1758","SR3a_63",26,"SR3a","male","Diplôme_trois",321,3,63,249,"Tout ce café a donné à Corinne une tachycardie. Elle avait trop bu ce matin-là. Elle était très agitée pendant la réunion.","PLAUS_NOCONN","agitée","SC1"
"1759","SR3a_63",22,"SR3a","male","Baccalauréat",1138,6,63,249,"Tout ce café a donné à Corinne une tachycardie. Elle avait trop bu ce matin-là. Elle était très agitée pendant la réunion.","PLAUS_NOCONN","agitée","SC1"
"1760","SR3a_63",23,"SR3a","male","Diplôme_trois",770,7,63,249,"Tout ce café a donné à Corinne une tachycardie. Elle avait trop bu ce matin-là. Elle était très agitée pendant la réunion.","PLAUS_NOCONN","agitée","SC1"
"1761","SR3a_63",24,"SR3a","male","Maîtrise",1209,7,63,249,"Tout ce café a donné à Corinne une tachycardie. Elle avait trop bu ce matin-là. Elle était très agitée pendant la réunion.","PLAUS_NOCONN","agitée","SC1"
"1762","SR3a_63",25,"SR3a","male","Maîtrise",865,6,63,249,"Tout ce café a donné à Corinne une tachycardie. Elle avait trop bu ce matin-là. Elle était très agitée pendant la réunion.","PLAUS_NOCONN","agitée","SC1"
"1763","SR3a_65",24,"SR3a","male","Maîtrise",1209,1,65,259,"John postulait pour un emploi. Il n'était qualifié pour aucun poste. Cependant, il était au chômage depuis plus d'un an.","IMPLAUS_CONN","chômage","SC3"
"1764","SR3a_65",26,"SR3a","male","Diplôme_trois",321,6,65,259,"John postulait pour un emploi. Il n'était qualifié pour aucun poste. Cependant, il était au chômage depuis plus d'un an.","IMPLAUS_CONN","chômage","SC3"
"1765","SR3a_65",22,"SR3a","male","Baccalauréat",1138,5,65,259,"John postulait pour un emploi. Il n'était qualifié pour aucun poste. Cependant, il était au chômage depuis plus d'un an.","IMPLAUS_CONN","chômage","SC3"
"1766","SR3a_65",25,"SR3a","male","Maîtrise",865,3,65,259,"John postulait pour un emploi. Il n'était qualifié pour aucun poste. Cependant, il était au chômage depuis plus d'un an.","IMPLAUS_CONN","chômage","SC3"
"1767","SR3a_65",23,"SR3a","male","Diplôme_trois",770,4,65,259,"John postulait pour un emploi. Il n'était qualifié pour aucun poste. Cependant, il était au chômage depuis plus d'un an.","IMPLAUS_CONN","chômage","SC3"
"1768","SR3a_67",24,"SR3a","male","Maîtrise",1209,7,67,265,"Alice avait été négligente avec son pull en laine. Elle l'avait lavé à l'eau chaude dans la machine à laver. Le pull-over avait rétréci après le lavage.","PLAUS_NOCONN","rétréci","SC1"
"1769","SR3a_67",26,"SR3a","male","Diplôme_trois",321,7,67,265,"Alice avait été négligente avec son pull en laine. Elle l'avait lavé à l'eau chaude dans la machine à laver. Le pull-over avait rétréci après le lavage.","PLAUS_NOCONN","rétréci","SC1"
"1770","SR3a_67",25,"SR3a","male","Maîtrise",865,7,67,265,"Alice avait été négligente avec son pull en laine. Elle l'avait lavé à l'eau chaude dans la machine à laver. Le pull-over avait rétréci après le lavage.","PLAUS_NOCONN","rétréci","SC1"
"1771","SR3a_67",23,"SR3a","male","Diplôme_trois",770,7,67,265,"Alice avait été négligente avec son pull en laine. Elle l'avait lavé à l'eau chaude dans la machine à laver. Le pull-over avait rétréci après le lavage.","PLAUS_NOCONN","rétréci","SC1"
"1772","SR3a_67",22,"SR3a","male","Baccalauréat",1138,7,67,265,"Alice avait été négligente avec son pull en laine. Elle l'avait lavé à l'eau chaude dans la machine à laver. Le pull-over avait rétréci après le lavage.","PLAUS_NOCONN","rétréci","SC1"
"1773","SR3a_69",22,"SR3a","male","Baccalauréat",1138,6,69,275,"Maria organisait un cocktail. Elle avait nettoyé et astiqué la maison toute la journée. Cependant, la maison était magnifique pendant la fête.","IMPLAUS_CONN","magnifique","SC3"
"1774","SR3a_69",26,"SR3a","male","Diplôme_trois",321,6,69,275,"Maria organisait un cocktail. Elle avait nettoyé et astiqué la maison toute la journée. Cependant, la maison était magnifique pendant la fête.","IMPLAUS_CONN","magnifique","SC3"
"1775","SR3a_69",23,"SR3a","male","Diplôme_trois",770,5,69,275,"Maria organisait un cocktail. Elle avait nettoyé et astiqué la maison toute la journée. Cependant, la maison était magnifique pendant la fête.","IMPLAUS_CONN","magnifique","SC3"
"1776","SR3a_69",25,"SR3a","male","Maîtrise",865,3,69,275,"Maria organisait un cocktail. Elle avait nettoyé et astiqué la maison toute la journée. Cependant, la maison était magnifique pendant la fête.","IMPLAUS_CONN","magnifique","SC3"
"1777","SR3a_69",24,"SR3a","male","Maîtrise",1209,1,69,275,"Maria organisait un cocktail. Elle avait nettoyé et astiqué la maison toute la journée. Cependant, la maison était magnifique pendant la fête.","IMPLAUS_CONN","magnifique","SC3"
"1778","SR3a_70",23,"SR3a","male","Diplôme_trois",770,3,70,280,"Jean a soumis un article de recherche à une revue. Les critiques ont envoyé des avis très négatifs. Cependant, l'article a été accepté pour publication. ","PLAUS_CONN","accepté","SC4"
"1779","SR3a_70",22,"SR3a","male","Baccalauréat",1138,1,70,280,"Jean a soumis un article de recherche à une revue. Les critiques ont envoyé des avis très négatifs. Cependant, l'article a été accepté pour publication. ","PLAUS_CONN","accepté","SC4"
"1780","SR3a_70",24,"SR3a","male","Maîtrise",1209,7,70,280,"Jean a soumis un article de recherche à une revue. Les critiques ont envoyé des avis très négatifs. Cependant, l'article a été accepté pour publication. ","PLAUS_CONN","accepté","SC4"
"1781","SR3a_70",26,"SR3a","male","Diplôme_trois",321,2,70,280,"Jean a soumis un article de recherche à une revue. Les critiques ont envoyé des avis très négatifs. Cependant, l'article a été accepté pour publication. ","PLAUS_CONN","accepté","SC4"
"1782","SR3a_70",25,"SR3a","male","Maîtrise",865,6,70,280,"Jean a soumis un article de recherche à une revue. Les critiques ont envoyé des avis très négatifs. Cependant, l'article a été accepté pour publication. ","PLAUS_CONN","accepté","SC4"
"1783","SR3a_71",25,"SR3a","male","Maîtrise",865,3,71,281,"John a passé des vacances très peu excitantes. Il était resté à la maison avec ses parents pendant une semaine entière. Depuis le début des vacances, il s'ennuyait tous les jours.","PLAUS_NOCONN","ennuyait","SC1"
"1784","SR3a_71",24,"SR3a","male","Maîtrise",1209,7,71,281,"John a passé des vacances très peu excitantes. Il était resté à la maison avec ses parents pendant une semaine entière. Depuis le début des vacances, il s'ennuyait tous les jours.","PLAUS_NOCONN","ennuyait","SC1"
"1785","SR3a_71",26,"SR3a","male","Diplôme_trois",321,6,71,281,"John a passé des vacances très peu excitantes. Il était resté à la maison avec ses parents pendant une semaine entière. Depuis le début des vacances, il s'ennuyait tous les jours.","PLAUS_NOCONN","ennuyait","SC1"
"1786","SR3a_71",23,"SR3a","male","Diplôme_trois",770,7,71,281,"John a passé des vacances très peu excitantes. Il était resté à la maison avec ses parents pendant une semaine entière. Depuis le début des vacances, il s'ennuyait tous les jours.","PLAUS_NOCONN","ennuyait","SC1"
"1787","SR3a_71",22,"SR3a","male","Baccalauréat",1138,6,71,281,"John a passé des vacances très peu excitantes. Il était resté à la maison avec ses parents pendant une semaine entière. Depuis le début des vacances, il s'ennuyait tous les jours.","PLAUS_NOCONN","ennuyait","SC1"
"1788","SR3a_72",25,"SR3a","male","Maîtrise",865,3,72,286,"John s'était arrêté pour prendre un café au café. Il l'a commandé noir et sans sucre. Il avait un goût très sucré.","IMPLAUS_NOCONN","sucré","SC2"
"1789","SR3a_72",26,"SR3a","male","Diplôme_trois",321,3,72,286,"John s'était arrêté pour prendre un café au café. Il l'a commandé noir et sans sucre. Il avait un goût très sucré.","IMPLAUS_NOCONN","sucré","SC2"
"1790","SR3a_72",23,"SR3a","male","Diplôme_trois",770,1,72,286,"John s'était arrêté pour prendre un café au café. Il l'a commandé noir et sans sucre. Il avait un goût très sucré.","IMPLAUS_NOCONN","sucré","SC2"
"1791","SR3a_72",22,"SR3a","male","Baccalauréat",1138,2,72,286,"John s'était arrêté pour prendre un café au café. Il l'a commandé noir et sans sucre. Il avait un goût très sucré.","IMPLAUS_NOCONN","sucré","SC2"
"1792","SR3a_72",24,"SR3a","male","Maîtrise",1209,7,72,286,"John s'était arrêté pour prendre un café au café. Il l'a commandé noir et sans sucre. Il avait un goût très sucré.","IMPLAUS_NOCONN","sucré","SC2"
"1793","SR3a_73",23,"SR3a","male","Diplôme_trois",770,5,73,291,"L'homme essayait de traverser la large rivière à la nage. L'eau était profonde et agitée. Cependant, l'homme s'est noyé avant de pouvoir traverser.","IMPLAUS_CONN","noyé","SC3"
"1794","SR3a_73",24,"SR3a","male","Maîtrise",1209,3,73,291,"L'homme essayait de traverser la large rivière à la nage. L'eau était profonde et agitée. Cependant, l'homme s'est noyé avant de pouvoir traverser.","IMPLAUS_CONN","noyé","SC3"
"1795","SR3a_73",22,"SR3a","male","Baccalauréat",1138,6,73,291,"L'homme essayait de traverser la large rivière à la nage. L'eau était profonde et agitée. Cependant, l'homme s'est noyé avant de pouvoir traverser.","IMPLAUS_CONN","noyé","SC3"
"1796","SR3a_73",26,"SR3a","male","Diplôme_trois",321,7,73,291,"L'homme essayait de traverser la large rivière à la nage. L'eau était profonde et agitée. Cependant, l'homme s'est noyé avant de pouvoir traverser.","IMPLAUS_CONN","noyé","SC3"
"1797","SR3a_73",25,"SR3a","male","Maîtrise",865,4,73,291,"L'homme essayait de traverser la large rivière à la nage. L'eau était profonde et agitée. Cependant, l'homme s'est noyé avant de pouvoir traverser.","IMPLAUS_CONN","noyé","SC3"
"1798","SR3a_74",23,"SR3a","male","Diplôme_trois",770,5,74,296,"Susanna est allée au spa. Elle se sentait fraîche et propre. Cependant, elle a pris une douche dès qu'elle est rentrée chez elle.","PLAUS_CONN","douche","SC4"
"1799","SR3a_74",22,"SR3a","male","Baccalauréat",1138,3,74,296,"Susanna est allée au spa. Elle se sentait fraîche et propre. Cependant, elle a pris une douche dès qu'elle est rentrée chez elle.","PLAUS_CONN","douche","SC4"
"1800","SR3a_74",24,"SR3a","male","Maîtrise",1209,6,74,296,"Susanna est allée au spa. Elle se sentait fraîche et propre. Cependant, elle a pris une douche dès qu'elle est rentrée chez elle.","PLAUS_CONN","douche","SC4"
"1801","SR3a_74",25,"SR3a","male","Maîtrise",865,6,74,296,"Susanna est allée au spa. Elle se sentait fraîche et propre. Cependant, elle a pris une douche dès qu'elle est rentrée chez elle.","PLAUS_CONN","douche","SC4"
"1802","SR3a_74",26,"SR3a","male","Diplôme_trois",321,2,74,296,"Susanna est allée au spa. Elle se sentait fraîche et propre. Cependant, elle a pris une douche dès qu'elle est rentrée chez elle.","PLAUS_CONN","douche","SC4"
"1803","SR3a_75",25,"SR3a","male","Maîtrise",865,6,75,297,"David aimait frimer devant ses amis. Il était bruyant et grossier envers le professeur. Il a été suspendu à la demande du directeur de l'école.","PLAUS_NOCONN","suspendu","SC1"
"1804","SR3a_75",22,"SR3a","male","Baccalauréat",1138,7,75,297,"David aimait frimer devant ses amis. Il était bruyant et grossier envers le professeur. Il a été suspendu à la demande du directeur de l'école.","PLAUS_NOCONN","suspendu","SC1"
"1805","SR3a_75",26,"SR3a","male","Diplôme_trois",321,3,75,297,"David aimait frimer devant ses amis. Il était bruyant et grossier envers le professeur. Il a été suspendu à la demande du directeur de l'école.","PLAUS_NOCONN","suspendu","SC1"
"1806","SR3a_75",23,"SR3a","male","Diplôme_trois",770,7,75,297,"David aimait frimer devant ses amis. Il était bruyant et grossier envers le professeur. Il a été suspendu à la demande du directeur de l'école.","PLAUS_NOCONN","suspendu","SC1"
"1807","SR3a_75",24,"SR3a","male","Maîtrise",1209,7,75,297,"David aimait frimer devant ses amis. Il était bruyant et grossier envers le professeur. Il a été suspendu à la demande du directeur de l'école.","PLAUS_NOCONN","suspendu","SC1"
"1808","SR3a_76",22,"SR3a","male","Baccalauréat",1138,2,76,302,"Le défendeur a plaidé non coupable. Le jury a décidé qu'il était coupable. Le défendeur a été libéré le jour suivant.","IMPLAUS_NOCONN","libéré","SC2"
"1809","SR3a_76",24,"SR3a","male","Maîtrise",1209,1,76,302,"Le défendeur a plaidé non coupable. Le jury a décidé qu'il était coupable. Le défendeur a été libéré le jour suivant.","IMPLAUS_NOCONN","libéré","SC2"
"1810","SR3a_76",23,"SR3a","male","Diplôme_trois",770,1,76,302,"Le défendeur a plaidé non coupable. Le jury a décidé qu'il était coupable. Le défendeur a été libéré le jour suivant.","IMPLAUS_NOCONN","libéré","SC2"
"1811","SR3a_76",26,"SR3a","male","Diplôme_trois",321,3,76,302,"Le défendeur a plaidé non coupable. Le jury a décidé qu'il était coupable. Le défendeur a été libéré le jour suivant.","IMPLAUS_NOCONN","libéré","SC2"
"1812","SR3a_76",25,"SR3a","male","Maîtrise",865,2,76,302,"Le défendeur a plaidé non coupable. Le jury a décidé qu'il était coupable. Le défendeur a été libéré le jour suivant.","IMPLAUS_NOCONN","libéré","SC2"
"1813","SR3a_78",22,"SR3a","male","Baccalauréat",1138,5,78,312,"Il était interdit à Gianni de regarder des films violents. Il a regardé un film de tournage. Cependant, ses parents lui ont interdit de regarder la télévision.","PLAUS_CONN","interdit","SC4"
"1814","SR3a_78",25,"SR3a","male","Maîtrise",865,2,78,312,"Il était interdit à Gianni de regarder des films violents. Il a regardé un film de tournage. Cependant, ses parents lui ont interdit de regarder la télévision.","PLAUS_CONN","interdit","SC4"
"1815","SR3a_78",23,"SR3a","male","Diplôme_trois",770,3,78,312,"Il était interdit à Gianni de regarder des films violents. Il a regardé un film de tournage. Cependant, ses parents lui ont interdit de regarder la télévision.","PLAUS_CONN","interdit","SC4"
"1816","SR3a_78",26,"SR3a","male","Diplôme_trois",321,3,78,312,"Il était interdit à Gianni de regarder des films violents. Il a regardé un film de tournage. Cependant, ses parents lui ont interdit de regarder la télévision.","PLAUS_CONN","interdit","SC4"
"1817","SR3a_78",24,"SR3a","male","Maîtrise",1209,1,78,312,"Il était interdit à Gianni de regarder des films violents. Il a regardé un film de tournage. Cependant, ses parents lui ont interdit de regarder la télévision.","PLAUS_CONN","interdit","SC4"
"1818","SR3a_79",24,"SR3a","male","Maîtrise",1209,5,79,313,"Giliana avait une peau très claire. Elle avait oublié sa crème solaire à la plage. Elle a eu un coup de soleil lundi.","PLAUS_NOCONN","coup","SC1"
"1819","SR3a_79",26,"SR3a","male","Diplôme_trois",321,7,79,313,"Giliana avait une peau très claire. Elle avait oublié sa crème solaire à la plage. Elle a eu un coup de soleil lundi.","PLAUS_NOCONN","coup","SC1"
"1820","SR3a_79",23,"SR3a","male","Diplôme_trois",770,7,79,313,"Giliana avait une peau très claire. Elle avait oublié sa crème solaire à la plage. Elle a eu un coup de soleil lundi.","PLAUS_NOCONN","coup","SC1"
"1821","SR3a_79",25,"SR3a","male","Maîtrise",865,6,79,313,"Giliana avait une peau très claire. Elle avait oublié sa crème solaire à la plage. Elle a eu un coup de soleil lundi.","PLAUS_NOCONN","coup","SC1"
"1822","SR3a_79",22,"SR3a","male","Baccalauréat",1138,7,79,313,"Giliana avait une peau très claire. Elle avait oublié sa crème solaire à la plage. Elle a eu un coup de soleil lundi.","PLAUS_NOCONN","coup","SC1"
"1823","SR3a_80",25,"SR3a","male","Maîtrise",865,5,80,318,"Le soldat avait reçu un coup oblique. Il a été immédiatement envoyé chez un expert médical. Le soldat était mort quelques minutes plus tard.","IMPLAUS_NOCONN","mort","SC2"
"1824","SR3a_80",24,"SR3a","male","Maîtrise",1209,6,80,318,"Le soldat avait reçu un coup oblique. Il a été immédiatement envoyé chez un expert médical. Le soldat était mort quelques minutes plus tard.","IMPLAUS_NOCONN","mort","SC2"
"1825","SR3a_80",23,"SR3a","male","Diplôme_trois",770,6,80,318,"Le soldat avait reçu un coup oblique. Il a été immédiatement envoyé chez un expert médical. Le soldat était mort quelques minutes plus tard.","IMPLAUS_NOCONN","mort","SC2"
"1826","SR3a_80",22,"SR3a","male","Baccalauréat",1138,6,80,318,"Le soldat avait reçu un coup oblique. Il a été immédiatement envoyé chez un expert médical. Le soldat était mort quelques minutes plus tard.","IMPLAUS_NOCONN","mort","SC2"
"1827","SR3a_80",26,"SR3a","male","Diplôme_trois",321,4,80,318,"Le soldat avait reçu un coup oblique. Il a été immédiatement envoyé chez un expert médical. Le soldat était mort quelques minutes plus tard.","IMPLAUS_NOCONN","mort","SC2"
"1828","SR3b_01",28,"SR3b","female","Doctorat",1172,3,81,323,"Angela a appelé son père sur son téléphone portable. Le signal était mauvais. Cependant, la voix de son père était brouillée et indistincte.","IMPLAUS_CONN","brouillé","SC3"
"1829","SR3b_01",29,"SR3b","male","Doctorat",690,7,81,323,"Angela a appelé son père sur son téléphone portable. Le signal était mauvais. Cependant, la voix de son père était brouillée et indistincte.","IMPLAUS_CONN","brouillé","SC3"
"1830","SR3b_01",31,"SR3b","female","Diplôme_trois",2859,6,81,323,"Angela a appelé son père sur son téléphone portable. Le signal était mauvais. Cependant, la voix de son père était brouillée et indistincte.","IMPLAUS_CONN","brouillé","SC3"
"1831","SR3b_01",27,"SR3b","female","Maîtrise",1393,5,81,323,"Angela a appelé son père sur son téléphone portable. Le signal était mauvais. Cependant, la voix de son père était brouillée et indistincte.","IMPLAUS_CONN","brouillé","SC3"
"1832","SR3b_01",30,"SR3b","male","Diplôme_trois",788,2,81,323,"Angela a appelé son père sur son téléphone portable. Le signal était mauvais. Cependant, la voix de son père était brouillée et indistincte.","IMPLAUS_CONN","brouillé","SC3"
"1833","SR3b_01",32,"SR3b","male","Maîtrise",663,3,81,323,"Angela a appelé son père sur son téléphone portable. Le signal était mauvais. Cependant, la voix de son père était brouillée et indistincte.","IMPLAUS_CONN","brouillé","SC3"
"1834","SR3b_02",32,"SR3b","male","Maîtrise",663,6,82,328,"La zone était contrôlée par la mafia. Le propriétaire du magasin avait toujours payé la dentelle. Cependant, son magasin a été attaqué cette nuit-là.","PLAUS_CONN","attaqué","SC4"
"1835","SR3b_02",28,"SR3b","female","Doctorat",1172,1,82,328,"La zone était contrôlée par la mafia. Le propriétaire du magasin avait toujours payé la dentelle. Cependant, son magasin a été attaqué cette nuit-là.","PLAUS_CONN","attaqué","SC4"
"1836","SR3b_02",27,"SR3b","female","Maîtrise",1393,3,82,328,"La zone était contrôlée par la mafia. Le propriétaire du magasin avait toujours payé la dentelle. Cependant, son magasin a été attaqué cette nuit-là.","PLAUS_CONN","attaqué","SC4"
